PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,ASG_CODE,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
,,2023021255weS:8AM-8PM,2023112551594520230203,2023,4,9,9,12,1594520230203007,1,5.00,,0,0,1,6,946,7,5,3,0,9,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203006,,5,S:8AM-8PM,06418,02,,,NEW HAVEN,1741,7,1,1,,,,1,26,2,1,8,8,15AUG23:08:29,,,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203006,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230203,2023,4,9,9,12,1594520230203008,1,5.00,,0,0,1,6,946,7,5,3,0,9,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203006,,5,S:8AM-8PM,06418,02,,,NEW HAVEN,1741,7,1,1,,,,1,28,2,2,8,8,15AUG23:08:29,,,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203006,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230203,2023,4,9,9,12,1594520230203009,1,5.00,,0,0,1,6,946,7,5,3,0,9,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203006,,5,S:8AM-8PM,06418,02,,,NEW HAVEN,1741,7,1,1,,,,1,26,2,2,8,8,15AUG23:08:29,,,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203006,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230203,2023,4,9,9,12,1594520230203010,1,5.00,,0,0,1,6,946,7,5,3,0,9,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203006,,5,S:8AM-8PM,06418,02,,,NEW HAVEN,1741,7,1,1,,,,1,29,2,2,8,8,15AUG23:08:29,,,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203006,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230203,2023,4,9,9,12,1594520230203011,1,5.00,,0,0,1,6,946,7,5,3,0,9,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203006,,5,S:8AM-8PM,06418,02,,,NEW HAVEN,1748,7,1,1,,,,1,29,2,2,8,8,15AUG23:08:29,,,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203006,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230203,2023,4,9,9,12,1594520230203012,1,5.00,,0,0,1,6,946,7,5,3,0,9,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203006,,5,S:8AM-8PM,06418,02,,,NEW HAVEN,1748,7,1,1,,,,1,25,2,2,8,8,15AUG23:08:29,,,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203006,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230203,2023,4,9,9,12,1594520230203013,1,5.00,,0,0,1,6,946,7,5,3,0,9,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203006,,5,S:8AM-8PM,06418,02,,,NEW HAVEN,1749,7,1,1,,,,1,29,2,2,8,8,15AUG23:08:29,,,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203006,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230203,2023,4,9,9,12,1594520230203014,1,5.00,,0,0,1,6,946,7,5,3,0,9,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203006,,5,S:8AM-8PM,06418,02,,,NEW HAVEN,1749,7,1,1,,,,1,,2,2,8,8,15AUG23:08:29,,,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203006,03/03/2025
TUNA GENUS,JACK FAMILY,2023021255weS:8AM-8PM,2023112551594520230203,2023,0,18,65,12,1594520230203015,1,5.00,0.00,0,0,1,6,946,7,5,1,4,4,1,0,0,0,25,1,1,86,,,,O,we,1594520230203,5,,1594520230203015,1,5,S:8AM-8PM,46148,02,25,0,,1810,7,1,1,168584,172418,,1,34,1,2,2,2,15AUG23:08:29,8835280000,8850030400,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203015,03/03/2025
TUNA GENUS,JACK FAMILY,2023021255weS:8AM-8PM,2023112551594520230203,2023,6,12,11,12,1594520230203016,1,5.00,,0,0,1,6,946,7,5,3,0,4,2,1,1,0,0,1,1,86,,,,Y,we,1594520230203,5,,1594520230203015,,5,S:8AM-8PM,33019,02,,,BROWARD,1810,7,1,1,168584,172418,,1,42,1,1,8,8,15AUG23:08:29,8835280000,8850030400,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203015,03/03/2025
TUNA GENUS,JACK FAMILY,2023021255weS:8AM-8PM,2023112551594520230203,2023,0,18,65,12,1594520230203017,1,5.00,,0,0,1,6,946,7,5,3,0,4,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203015,,5,S:8AM-8PM,46148,02,,,,1810,7,1,1,168584,172418,,1,39,1,2,8,8,15AUG23:08:29,8835280000,8850030400,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203015,03/03/2025
TUNA GENUS,JACK FAMILY,2023021255weS:8AM-8PM,2023112551594520230203,2023,0,18,65,12,1594520230203018,1,5.00,,0,0,1,6,946,7,5,3,0,4,2,1,1,0,0,1,1,86,,,,O,we,1594520230203,5,,1594520230203015,,5,S:8AM-8PM,46148,02,,,,1812,7,1,1,168584,172418,,2,,1,2,8,8,15AUG23:08:29,8835280000,8850030400,,,,,,168.98185092,2023021255weS:8AM-8PM,,0,1594520230203015,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,7,48,439,12,1594520230225001,1,4.00,0.00,0,0,1,6,946,7,5,2,1,4,1,0,0,1,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225001,1,5,S:8AM-8PM,75050,02,,,,1148,7,1,1,,,,1,30,1,1,8,8,15AUG23:08:29,,,,,,,,49.747303448,2023021255weS:8AM-8PM,,0,1594520230225001,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,7,48,439,12,1594520230225002,1,4.00,,0,0,1,6,946,7,5,2,1,4,2,0,1,0,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225001,,5,S:8AM-8PM,75050,02,,,,1148,7,1,1,,,,2,31,1,2,8,8,15AUG23:08:29,,,,,,,,49.747303448,2023021255weS:8AM-8PM,,0,1594520230225002,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,7,48,439,12,1594520230225003,1,4.00,,0,0,1,6,946,7,5,2,1,4,2,0,1,0,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225001,,5,S:8AM-8PM,75050,02,,,,1150,7,1,1,,,,1,32,1,2,8,8,15AUG23:08:29,,,,,,,,49.747303448,2023021255weS:8AM-8PM,,0,1594520230225003,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,7,48,439,12,1594520230225004,1,4.00,,0,0,1,6,946,7,5,2,1,4,2,0,1,0,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225001,,5,S:8AM-8PM,75050,02,,,,1150,7,1,1,,,,2,32,1,2,8,8,15AUG23:08:29,,,,,,,,49.747303448,2023021255weS:8AM-8PM,,0,1594520230225004,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,4,9,15,12,1594520230225005,1,4.00,0.00,0,0,1,6,946,7,5,1,3,5,1,0,0,1,3,1,1,86,,,,O,we,1594520230225,5,,1594520230225005,1,5,S:8AM-8PM,99998,02,3,0,WINDHAM,1158,7,1,1,,,,1,,1,2,2,2,15AUG23:08:29,,,,,,,,104.8697072,2023021255weS:8AM-8PM,,0,1594520230225005,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,7,12,71,12,1594520230225006,1,4.00,,24,2,1,6,946,7,5,3,0,5,2,1,1,0,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225005,,5,S:8AM-8PM,33904,02,,,LEE,1158,7,1,1,,,,1,23,1,2,8,8,15AUG23:08:29,,,,,,,,104.8697072,2023021255weS:8AM-8PM,,0,1594520230225005,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,0,8,59,12,1594520230225007,1,4.00,,0,0,1,6,946,7,5,2,1,8,1,0,0,0,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225007,,5,S:8AM-8PM,80465,02,,,,1221,7,1,1,,,,1,33,1,2,8,8,15AUG23:08:29,,,,,,,,110.99441873,2023021255weS:8AM-8PM,,0,1594520230225007,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,0,27,123,12,1594520230225008,1,4.00,,0,0,1,6,946,7,5,2,1,8,2,0,1,0,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225007,,5,S:8AM-8PM,55105,02,,,,1221,7,1,1,,,,1,32,1,2,8,8,15AUG23:08:29,,,,,,,,110.99441873,2023021255weS:8AM-8PM,,0,1594520230225008,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,0,8,31,12,1594520230225009,1,4.00,,0,0,1,6,946,7,5,2,1,8,2,0,1,0,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225007,,5,S:8AM-8PM,80206,02,,,,1221,7,1,1,,,,1,34,1,2,8,8,15AUG23:08:29,,,,,,,,110.99441873,2023021255weS:8AM-8PM,,0,1594520230225009,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,5,42,29,12,1594520230225010,1,5.00,0.00,5,1,1,6,946,7,5,1,5,5,1,0,0,1,15,1,1,86,,,,O,we,1594520230225,5,,1594520230225010,1,5,S:8AM-8PM,19320,02,18,0,,1254,7,1,1,,,,1,50,2,1,2,2,15AUG23:08:29,,,,,,,,49.747303448,2023021255weS:8AM-8PM,,0,1594520230225010,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,5,42,29,12,1594520230225011,1,5.00,0.00,3,0,1,6,946,7,5,3,0,5,2,1,1,1,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225010,1,5,S:8AM-8PM,19520,02,,,,1254,7,1,1,,,,1,50,2,2,8,8,15AUG23:08:29,,,,,,,,49.747303448,2023021255weS:8AM-8PM,,0,1594520230225010,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,7,48,493,12,1594520230225012,1,5.00,,3,0,1,6,946,7,5,3,0,5,2,1,1,0,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225010,,5,S:8AM-8PM,78160,02,,,,1254,7,1,1,,,,1,53,2,2,8,8,15AUG23:08:29,,,,,,,,49.747303448,2023021255weS:8AM-8PM,,0,1594520230225010,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,5,42,29,12,1594520230225013,1,5.00,0.00,2,0,1,6,946,7,5,3,0,5,2,1,1,1,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225010,1,5,S:8AM-8PM,19520,02,,,,1254,7,1,1,,,,1,21,2,2,8,8,15AUG23:08:29,,,,,,,,49.747303448,2023021255weS:8AM-8PM,,0,1594520230225010,03/03/2025
,,2023021255weS:8AM-8PM,2023112551594520230225,2023,5,42,29,12,1594520230225014,1,5.00,,5,0,1,6,946,7,5,3,0,5,2,1,1,0,0,1,1,86,,,,O,we,1594520230225,5,,1594520230225010,,5,S:8AM-8PM,19330,02,,,,1254,7,1,1,,,,1,62,2,2,8,8,15AUG23:08:29,,,,,,,,49.747303448,2023021255weS:8AM-8PM,,0,1594520230225010,03/03/2025
DOLPHIN,SAILFISH,2023011265weS:8AM-8PM,2023112651562720230107,2023,7,12,121,12,1562720230107006,1,6.00,0.00,1,0,1,6,1442,7,5,1,1,4,1,0,0,0,1,2,1,85,,,,O,we,1562720230107,5,,1562720230107006,1,6,S:8AM-8PM,32094,01,1,0,SUWANNEE,1543,7,2,1,172488,168791,,1,72,2,2,1,8,15AUG23:08:29,8850060101,8835290101,,,,,,69.619689809,2023011265weS:8AM-8PM,,0,1562720230107006,03/03/2025
DOLPHIN,SAILFISH,2023011265weS:8AM-8PM,2023112651562720230107,2023,7,12,121,12,1562720230107007,1,6.00,0.00,4,4,1,6,1442,7,5,2,1,4,2,0,1,1,0,2,1,85,,,,O,we,1562720230107,5,,1562720230107006,1,6,S:8AM-8PM,32060,01,,,SUWANNEE,1544,7,2,1,172488,168791,,1,33,2,2,8,8,15AUG23:08:29,8850060101,8835290101,,,,,,69.619689809,2023011265weS:8AM-8PM,,0,1562720230107007,03/03/2025
DOLPHIN,SAILFISH,2023011265weS:8AM-8PM,2023112651562720230107,2023,0,17,31,12,1562720230107008,1,6.00,0.00,0,0,1,6,1442,7,5,2,1,4,2,0,1,1,0,2,1,85,,,,O,we,1562720230107,5,,1562720230107006,1,6,S:8AM-8PM,60647,01,,,,1544,7,2,1,172488,168791,,1,34,2,2,8,8,15AUG23:08:29,8850060101,8835290101,,,,,,69.619689809,2023011265weS:8AM-8PM,,0,1562720230107008,03/03/2025
DOLPHIN,SAILFISH,2023011265weS:8AM-8PM,2023112651562720230107,2023,0,39,13,12,1562720230107009,1,6.00,,0,0,1,6,1442,7,5,2,1,4,2,0,1,0,0,2,1,85,,,,O,we,1562720230107,5,,1562720230107006,,6,S:8AM-8PM,43950,01,,,,1544,7,2,1,172488,168791,,1,68,2,2,8,8,15AUG23:08:29,8850060101,8835290101,,,,,,69.619689809,2023011265weS:8AM-8PM,,0,1562720230107009,03/03/2025
,SAILFISH,2023011265weS:8AM-8PM,2023112651562720230121,2023,0,31,43,12,1562720230121020,1,6.00,0.00,0,0,1,6,314,7,5,2,1,3,1,0,0,1,0,2,1,85,,,,O,we,1562720230121,7,,1562720230121020,1,6,S:8AM-8PM,68776,01,,,,1451,7,2,1,172488,,,1,40,2,2,8,8,15AUG23:08:29,8850060101,,,,,,,39.242290146,2023011265weS:8AM-8PM,,0,1562720230121020,03/03/2025
,SAILFISH,2023011265weS:8AM-8PM,2023112651562720230121,2023,0,31,43,12,1562720230121021,1,6.00,0.00,0,0,1,6,314,7,5,2,1,3,2,0,1,1,0,2,1,85,,,,O,we,1562720230121,7,,1562720230121020,1,6,S:8AM-8PM,68776,01,,,,1451,7,2,1,172488,,,2,39,2,2,8,8,15AUG23:08:29,8850060101,,,,,,,39.242290146,2023011265weS:8AM-8PM,,0,1562720230121021,03/03/2025
,SAILFISH,2023011265weS:8AM-8PM,2023112651562720230121,2023,0,31,119,12,1562720230121022,1,6.00,0.00,0,0,1,6,314,7,5,2,1,3,2,0,1,1,0,2,1,85,,,,O,we,1562720230121,7,,1562720230121020,1,6,S:8AM-8PM,68701,01,,,,1451,7,2,1,172488,,,1,24,2,2,8,8,15AUG23:08:29,8850060101,,,,,,,39.242290146,2023011265weS:8AM-8PM,,0,1562720230121022,03/03/2025
GRAY TRIGGERFISH,SNAPPER FAMILY,2023021265weS:8AM-8PM,2023112651562720230225,2023,6,12,9,12,1562720230225001,1,5.50,0.00,100,14,1,6,63,7,5,1,6,6,1,0,0,5,55,2,1,111,,,,Y,we,1562720230225,5,,1562720230225001,1,6,S:8AM-8PM,32907,02,98,0,BREVARD,1654,7,2,1,168845,173138,,1,39,2,2,2,2,15AUG23:08:29,8835360000,8860020201,,,,,,39.21927379,2023021265weS:8AM-8PM,,0,1562720230225001,03/03/2025
GRAY TRIGGERFISH,SNAPPER FAMILY,2023021265weS:8AM-8PM,2023112651562720230225,2023,6,12,9,12,1562720230225002,1,5.50,0.00,100,14,1,6,63,7,5,3,0,6,2,1,1,4,0,2,1,111,,,,Y,we,1562720230225,5,,1562720230225001,1,6,S:8AM-8PM,32907,02,,,BREVARD,1654,7,2,1,168845,173138,,2,37,2,2,8,8,15AUG23:08:29,8835360000,8860020201,,,,,,39.21927379,2023021265weS:8AM-8PM,,0,1562720230225001,03/03/2025
GRAY TRIGGERFISH,SNAPPER FAMILY,2023021265weS:8AM-8PM,2023112651562720230225,2023,6,12,9,12,1562720230225003,1,5.50,0.00,40,7,1,6,63,7,5,3,0,6,2,1,1,4,0,2,1,111,,,,Y,we,1562720230225,5,,1562720230225001,1,6,S:8AM-8PM,32935,02,,,BREVARD,1654,7,2,1,168845,173138,,1,36,2,2,8,8,15AUG23:08:29,8835360000,8860020201,,,,,,39.21927379,2023021265weS:8AM-8PM,,0,1562720230225001,03/03/2025
GRAY TRIGGERFISH,SNAPPER FAMILY,2023021265weS:8AM-8PM,2023112651562720230225,2023,6,12,9,12,1562720230225004,1,5.50,0.00,0,0,1,6,63,7,5,3,0,6,2,1,1,3,0,2,1,111,,,,Y,we,1562720230225,5,,1562720230225001,1,6,S:8AM-8PM,32907,02,,,BREVARD,1654,7,2,1,168845,173138,,1,34,2,2,8,8,15AUG23:08:29,8835360000,8860020201,,,,,,39.21927379,2023021265weS:8AM-8PM,,0,1562720230225001,03/03/2025
GRAY TRIGGERFISH,SNAPPER FAMILY,2023021265weS:8AM-8PM,2023112651562720230225,2023,6,12,9,12,1562720230225005,1,5.50,0.00,0,0,1,6,63,7,5,3,0,6,2,1,1,3,0,2,1,111,,,,Y,we,1562720230225,5,,1562720230225001,1,6,S:8AM-8PM,32907,02,,,BREVARD,1654,7,2,1,168845,173138,,1,36,2,2,8,8,15AUG23:08:29,8835360000,8860020201,,,,,,39.21927379,2023021265weS:8AM-8PM,,0,1562720230225001,03/03/2025
GRAY TRIGGERFISH,SNAPPER FAMILY,2023021265weS:8AM-8PM,2023112651562720230225,2023,6,12,69,12,1562720230225006,1,5.50,0.00,2,0,1,6,63,7,5,3,0,6,2,1,1,4,0,2,1,111,,,,Y,we,1562720230225,5,,1562720230225001,1,6,S:8AM-8PM,32776,02,,,LAKE,1654,7,2,1,168845,173138,,1,52,2,2,8,8,15AUG23:08:29,8835360000,8860020201,,,,,,39.21927379,2023021265weS:8AM-8PM,,0,1562720230225001,03/03/2025
,SAILFISH,2023021255weS:8AM-8PM,2023112551586420230225,2023,5,36,103,12,1586420230225001,1,5.00,,1,0,1,6,134,7,5,2,1,6,1,0,0,0,0,2,1,86,,,,O,we,1586420230225,5,,1586420230225001,,5,S:8AM-8PM,11728,02,,,SUFFOLK,1214,7,2,1,172488,,,1,19,2,1,8,8,15AUG23:08:29,8850060101,,,,,,,21.838016885,2023021255weS:8AM-8PM,,0,1586420230225001,03/03/2025
,SAILFISH,2023021255weS:8AM-8PM,2023112551586420230225,2023,5,36,59,12,1586420230225002,1,5.00,0.00,5,2,1,6,134,7,5,1,1,6,2,0,1,0,1,2,1,86,,,,O,we,1586420230225,5,,1586420230225001,1,5,S:8AM-8PM,11530,02,1,0,NASSAU,1221,7,2,1,172488,,,1,56,2,2,1,8,15AUG23:08:29,8850060101,,,,,,,21.838016885,2023021255weS:8AM-8PM,,0,1586420230225002,03/03/2025
AMBERJACK GENUS,BLACKFIN TUNA,2023021265wdS:8AM-8PM,2023112651587120230214,2023,0,39,165,12,1587120230214003,1,7.00,0.00,0,0,1,6,333,7,5,1,3,3,1,0,0,2,3,2,2,85,,,,O,wd,1587120230214,3,,1587120230214003,1,6,S:8AM-8PM,45152,02,3,0,,1522,7,2,1,172427,168688,,1,67,1,2,2,2,15AUG23:08:29,8850030404,8835280800,,,,,,26.294384214,2023021265wdS:8AM-8PM,,0,1587120230214003,03/03/2025
AMBERJACK GENUS,BLACKFIN TUNA,2023021265wdS:8AM-8PM,2023112651587120230214,2023,0,39,25,12,1587120230214004,1,7.00,0.00,3,0,1,6,333,7,5,3,0,3,2,1,1,2,0,2,2,85,,,,O,wd,1587120230214,3,,1587120230214003,1,6,S:8AM-8PM,45150,02,,,,1523,7,2,1,172427,168688,,1,67,1,2,8,8,15AUG23:08:29,8850030404,8835280800,,,,,,26.294384214,2023021265wdS:8AM-8PM,,0,1587120230214003,03/03/2025
AMBERJACK GENUS,BLACKFIN TUNA,2023021265wdS:8AM-8PM,2023112651587120230214,2023,0,39,25,12,1587120230214005,1,7.00,0.00,5,0,1,6,333,7,5,3,0,3,2,1,1,2,0,2,2,85,,,,O,wd,1587120230214,3,,1587120230214003,1,6,S:8AM-8PM,45150,02,,,,1523,7,2,1,172427,168688,,1,66,1,2,8,8,15AUG23:08:29,8850030404,8835280800,,,,,,26.294384214,2023021265wdS:8AM-8PM,,0,1587120230214003,03/03/2025
,,2023021255weS:8AM-8PM,2023112551587120230220,2023,0,50,21,12,1587120230220001,1,4.00,0.00,0,0,1,6,946,7,5,1,1,4,1,0,0,0,1,2,1,86,,,,O,we,1587120230220,5,,1587120230220001,1,5,S:8AM-8PM,05751,02,1,0,,1159,7,2,1,,,,1,50,2,2,1,8,15AUG23:08:29,,,,,,,,42.815364809,2023021255weS:8AM-8PM,,0,1587120230220001,03/03/2025
,,2023021255weS:8AM-8PM,2023112551587120230220,2023,4,9,11,12,1587120230220002,1,4.00,0.00,2,0,1,6,946,7,5,2,1,4,2,0,1,1,0,2,1,86,,,,O,we,1587120230220,5,,1587120230220001,1,5,S:8AM-8PM,06415,02,,,NEW LONDON,1159,7,2,1,,,,1,51,2,2,8,8,15AUG23:08:29,,,,,,,,42.815364809,2023021255weS:8AM-8PM,,0,1587120230220002,03/03/2025
,,2023021255weS:8AM-8PM,2023112551587120230220,2023,6,12,86,12,1587120230220003,1,4.00,,0,0,1,6,946,7,5,2,1,6,1,0,0,0,0,2,1,86,,,,Y,we,1587120230220,5,,1587120230220003,,5,S:8AM-8PM,33025,02,,,MIAMI-DADE,1214,7,2,1,,,,2,38,2,2,8,8,15AUG23:08:29,,,,,,,,33.225985126,2023021255weS:8AM-8PM,,0,1587120230220003,03/03/2025
,,2023021255weS:8AM-8PM,2023112551587120230220,2023,6,12,86,12,1587120230220004,1,4.00,0.00,1,1,1,6,946,7,5,1,1,6,2,0,1,0,1,2,1,86,,,,Y,we,1587120230220,5,,1587120230220003,1,5,S:8AM-8PM,33105,02,1,0,MIAMI-DADE,1214,7,2,1,,,,1,44,2,2,1,8,15AUG23:08:29,,,,,,,,33.225985126,2023021255weS:8AM-8PM,,0,1587120230220004,03/03/2025
,,2023021255weS:8AM-8PM,2023112551587120230220,2023,6,12,86,12,1587120230220005,1,4.00,,1,0,1,6,946,7,5,2,1,6,2,0,1,0,0,2,1,86,,,,Y,we,1587120230220,5,,1587120230220003,,5,S:8AM-8PM,33173,02,,,MIAMI-DADE,1214,7,2,1,,,,1,33,2,2,8,8,15AUG23:08:29,,,,,,,,33.225985126,2023021255weS:8AM-8PM,,0,1587120230220005,03/03/2025
,,2023021255weS:8AM-8PM,2023112551587120230220,2023,6,12,86,12,1587120230220006,1,4.00,,2,0,1,6,946,7,5,2,1,6,2,0,1,0,0,2,1,86,,,,Y,we,1587120230220,5,,1587120230220003,,5,S:8AM-8PM,33328,02,,,MIAMI-DADE,1214,7,2,1,,,,1,41,2,2,8,8,15AUG23:08:29,,,,,,,,33.225985126,2023021255weS:8AM-8PM,,0,1587120230220006,03/03/2025
,REQUIEM SHARK FAMILY,2023011275weS:8AM-8PM,2023112751587720230116,2023,0,26,113,12,1587720230116001,1,6.00,0.00,1,1,1,6,1681,7,5,1,1,1,8,0,0,9,15,2,1,109,,,,O,we,1587720230116,5,,1587720230116001,1,7,S:8AM-8PM,49441,01,15,13,,1655,7,2,1,160178,,,1,48,1,1,1,8,15AUG23:08:29,8708020000,,,,,,,64.261256399,2023011275weS:8AM-8PM,,0,1587720230116001,03/03/2025
LANE SNAPPER,GRAY SNAPPER,2023021275weS:8AM-8PM,2023112751588920230225,2023,6,12,69,12,1588920230225004,1,3.00,0.00,3,0,1,6,1398,7,5,1,5,5,1,0,0,2,7,2,2,127,,,,Y,we,1588920230225,5,,1588920230225004,1,7,S:8AM-8PM,34711,02,7,0,LAKE,1257,7,2,1,168848,168860,,1,47,1,2,2,2,15AUG23:08:29,8835360102,8835360112,,,,,,648.15744049,2023021275weS:8AM-8PM,,0,1588920230225004,03/03/2025
LANE SNAPPER,GRAY SNAPPER,2023021275weS:8AM-8PM,2023112751588920230225,2023,6,12,95,12,1588920230225005,1,3.00,0.00,3,0,1,6,1398,7,5,3,0,5,2,1,1,2,0,2,2,127,,,,Y,we,1588920230225,5,,1588920230225004,1,7,S:8AM-8PM,32712,02,,,ORANGE,1302,7,2,1,168848,168860,,1,44,1,2,8,8,15AUG23:08:29,8835360102,8835360112,,,,,,648.15744049,2023021275weS:8AM-8PM,,0,1588920230225004,03/03/2025
,DOLPHIN,2023011255wdS:8AM-8PM,2023112551592020230125,2023,0,49,35,12,1592020230125001,1,3.00,0.00,0,0,1,6,946,7,5,1,1,2,1,0,0,0,1,2,1,86,,,,O,wd,1592020230125,5,,1592020230125001,1,5,S:8AM-8PM,84095,01,1,0,,1038,7,2,1,168791,,,1,48,2,2,1,8,15AUG23:08:29,8835290101,,,,,,,86.912092013,2023011255wdS:8AM-8PM,,0,1592020230125001,03/03/2025
,DOLPHIN,2023011255wdS:8AM-8PM,2023112551592020230125,2023,0,49,35,12,1592020230125002,1,3.00,,0,0,1,6,946,7,5,2,1,2,2,0,1,0,0,2,1,86,,,,O,wd,1592020230125,5,,1592020230125001,,5,S:8AM-8PM,84310,01,,,,1039,7,2,1,168791,,,1,38,2,2,8,8,15AUG23:08:29,8835290101,,,,,,,86.912092013,2023011255wdS:8AM-8PM,,0,1592020230125002,03/03/2025
,KING MACKEREL,2023011255wdS:8AM-8PM,2023112551592020230125,2023,0,5,998,12,1592020230125005,1,3.00,0.00,0,0,1,6,946,7,5,1,1,5,1,0,0,0,1,2,1,86,,,,O,wd,1592020230125,5,,1592020230125005,1,5,S:8AM-8PM,99998,01,1,0,,1241,7,2,1,172435,,,1,,2,2,1,8,15AUG23:08:29,8850030501,,,,,,,152.82048484,2023011255wdS:8AM-8PM,,0,1592020230125005,03/03/2025
,,2023021265weS:8AM-8PM,2023112651592520230212,2023,7,48,29,12,1592520230212001,1,4.00,0.00,0,0,1,6,83,7,5,1,2,2,1,0,0,3,8,2,2,85,,,,O,we,1592520230212,3,,1592520230212001,1,6,S:8AM-8PM,78259,02,8,0,,1259,7,2,1,,,,1,,2,2,2,2,15AUG23:08:29,,,,,,,,89.423498294,2023021265weS:8AM-8PM,,0,1592520230212001,03/03/2025
,,2023021265weS:8AM-8PM,2023112651592520230212,2023,7,48,29,12,1592520230212002,1,4.00,0.00,0,0,1,6,83,7,5,3,0,2,2,1,1,3,0,2,2,85,,,,O,we,1592520230212,3,,1592520230212001,1,6,S:8AM-8PM,78259,02,,,,1259,7,2,1,,,,1,,2,2,8,8,15AUG23:08:29,,,,,,,,89.423498294,2023021265weS:8AM-8PM,,0,1592520230212001,03/03/2025
