PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,NUM_TYP9,ASG_CODE,MONTH,KOD,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,SPANISH MACKEREL,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,4,13,,5.5,1236820031108021,1448,1,3,3,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108021,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8850030502,0,1,8,8,1335,3302.548328,200366128311we,,0,1236820031108021,33436,03/03/2025
,,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,32,200,,5,1236820031108022,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108022,2,0,50,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1400,3302.548328,200366128311we,,0,1236820031108022,33408,03/03/2025
,SPANISH MACKEREL,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,8,52,,5,1236820031108023,1448,1,3,5,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108023,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8850030502,0,1,8,8,1410,3302.548328,200366128311we,,0,1236820031108023,33467,03/03/2025
COMMON SNOOK,CREVALLE JACK,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,8,52,,4,1236820031108024,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108024,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835280303,8835010105,1,8,8,1430,3302.548328,200366128311we,,0,1236820031108024,33412,03/03/2025
BLUEFISH,SPANISH MACKEREL,200366128311we,1236820031108991448,,1,1,,2,1,99,51,O,2,3,,5,1236820031108025,1448,1,3,0,0,0,0,,,7,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108025,,,,8,1,,HENDRY,20JAN200409:16,1,8,1,,,,8850030502,8835250101,1,8,8,1440,2474.243058,200366128311we,,0,1236820031108025,33440,03/03/2025
,,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,0,0,,2,1236820031108026,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108026,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1445,3302.548328,200366128311we,,0,1236820031108026,33418,03/03/2025
,,200366128311we,1236820031108991448,,1,1,,2,1,99,99,Y,0,0,,2,1236820031108027,1448,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108027,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1446,3302.548328,200366128311we,,0,1236820031108027,33418,03/03/2025
,,200366128311we,1236820031108991448,,1,1,,2,1,99,99,Y,0,0,,2,1236820031108028,1448,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108028,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1447,3302.548328,200366128311we,,0,1236820031108028,33418,03/03/2025
,,200366128311we,1236820031108991448,,1,1,,2,1,99,99,Y,60,350,,2,1236820031108029,1448,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108029,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1515,3302.548328,200366128311we,,0,1236820031108029,33477,03/03/2025
,,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,50,150,,4,1236820031108030,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108030,2,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1525,3302.548328,200366128311we,,0,1236820031108030,33477,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,99,Y,4,10,,1.5,1236820031113001,1448,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113001,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,930,4118.675565,200366128311wd,,0,1236820031113001,33403,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,99,Y,4,10,,1.5,1236820031113002,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113002,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,931,4118.675565,200366128311wd,,0,1236820031113002,33403,03/03/2025
BLUEFISH,COMMON SNOOK,200366128311wd,1236820031113991448,,1,1,,2,1,99,998,O,45,45,,2.5,1236820031113003,1448,1,3,0,0,0,0,,,0,12,99,6,1,6,2003,,,1236820031113,11,wd,,1236820031113003,,,,8,1,,,20JAN200409:16,1,8,1,,,,8835010105,8835250101,1,8,8,1100,3085.6791219,200366128311wd,,0,1236820031113003,99997,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,998,O,0,0,,2,1236820031113004,1448,1,3,3,0,0,0,,,0,12,99,6,1,6,2003,,,1236820031113,11,wd,,1236820031113004,2,,,8,2,,,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1145,3085.6791219,200366128311wd,,0,1236820031113004,99997,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,1,2,99,99,Y,7,21,,3.5,1236820031113005,1448,1,3,1,5,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113005,2,,,8,1,,PALM BEACH,20JAN200409:16,1,2,1,,,,0,0,1,8,2,1200,4118.675565,200366128311wd,,0,1236820031113005,33404,03/03/2025
,,200366128311wd,1236820031113991448,,1,1,,3,0,99,99,Y,7,21,,3.5,1236820031113006,1448,1,3,0,0,1,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113005,,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1201,4118.675565,200366128311wd,,0,1236820031113005,33403,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,99,Y,40,250,,3,1236820031113007,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113007,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1210,4118.675565,200366128311wd,,0,1236820031113007,33408,03/03/2025
,SPANISH MACKEREL,200366128311wd,1236820031113991448,0,1,1,,2,1,99,99,Y,6,16,,5,1236820031113008,1448,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113008,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8850030502,0,1,8,8,1215,4118.675565,200366128311wd,,0,1236820031113008,33436,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,99,Y,24,150,,3,1236820031113009,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113009,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1230,4118.675565,200366128311wd,,0,1236820031113009,33418,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,1,1,99,99,Y,3,10,,2.5,1236820031113010,1448,1,3,0,1,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113010,2,1,0,8,1,,PALM BEACH,20JAN200409:16,1,1,1,,,,0,0,1,8,8,1315,4118.675565,200366128311wd,,0,1236820031113010,33407,03/03/2025
,,200366128311wd,1236820031113991448,,1,1,,2,1,99,99,Y,12,35,,2.5,1236820031113011,1448,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113011,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1316,4118.675565,200366128311wd,,0,1236820031113011,33407,03/03/2025
,ATLANTIC CROAKER,200366128311wd,1236820031113991448,0,1,1,,2,1,99,99,Y,5,10,,4,1236820031113012,1448,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113012,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835440702,0,1,8,8,1325,4118.675565,200366128311wd,,0,1236820031113012,33411,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,59,O,2,2,,3,1236820031113013,1448,1,3,4,0,0,0,,,5,12,36,6,1,6,2003,,,1236820031113,11,wd,,1236820031113013,2,,,8,1,,NASSAU,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1355,3085.6791219,200366128311wd,,0,1236820031113013,11791,03/03/2025
,,200366128311wd,1236820031113991448,,1,1,,2,1,99,59,O,2,2,,3,1236820031113014,1448,1,3,0,0,0,0,,,5,12,36,6,1,6,2003,,,1236820031113,11,wd,,1236820031113014,,,,8,1,,NASSAU,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1356,3085.6791219,200366128311wd,,0,1236820031113014,11566,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,1,1,99,99,Y,12,75,,7.5,1236820031113015,1448,1,3,2,2,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113015,2,,,8,1,,PALM BEACH,20JAN200409:16,1,1,1,,,,0,0,1,8,8,1400,4118.675565,200366128311wd,,0,1236820031113015,33415,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,99,Y,24,150,,2,1236820031113016,1448,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113016,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1415,4118.675565,200366128311wd,,0,1236820031113016,99998,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,85,Y,20,125,,4,1236820031113017,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113017,2,,,8,1,,MARTIN,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1416,4118.675565,200366128311wd,,0,1236820031113017,34997,03/03/2025
,FLORIDA POMPANO,200366128311wd,1236820031113991448,0,1,1,,2,1,99,99,Y,8,52,,4,1236820031113018,1448,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113018,2,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835280901,0,1,8,8,1425,4118.675565,200366128311wd,,0,1236820031113018,99998,03/03/2025
IRISH POMPANO,BLUEFISH,200366128311wd,1236820031113991448,0,1,1,,1,1,99,99,Y,24,150,,5,1236820031113019,1448,1,3,0,3,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113019,2,1,0,8,1,,PALM BEACH,20JAN200409:16,1,1,1,,,,8835250101,8835390201,1,8,8,1430,4118.675565,200366128311wd,,0,1236820031113019,33401,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,13,O,8,8,,3.5,1236820031113020,1448,1,3,2,0,0,0,,,5,12,34,6,1,6,2003,,,1236820031113,11,wd,,1236820031113020,2,,,8,2,,ESSEX,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1535,3085.6791219,200366128311wd,,0,1236820031113020,07006,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,99,Y,3,3,,5,1236820031113021,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113021,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1605,4118.675565,200366128311wd,,0,1236820031113021,99998,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,59,O,1,1,,5,1236820031113022,1448,1,3,1,0,0,0,,,7,12,28,6,1,6,2003,,,1236820031113,11,wd,,1236820031113022,2,,,8,1,,JACKSON,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1506,3085.6791219,200366128311wd,,0,1236820031113022,99998,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,2,1,99,59,O,0,0,,5,1236820031113023,1448,1,3,3,0,0,0,,,7,12,28,6,1,6,2003,,,1236820031113,11,wd,,1236820031113023,2,,,8,1,,JACKSON,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1607,3085.6791219,200366128311wd,,0,1236820031113023,99998,03/03/2025
,,200366128311wd,1236820031113991448,0,1,1,,1,1,99,99,Y,24,150,,7,1236820031113024,1448,1,3,1,6,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113024,2,,,8,1,,PALM BEACH,20JAN200409:16,1,1,1,,,,0,0,1,8,8,1650,4118.675565,200366128311wd,,0,1236820031113024,33405,03/03/2025
,,200366128311wd,1236820031113991448,,1,1,,2,1,99,99,Y,1,3,,2.5,1236820031113025,1448,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031113,11,wd,,1236820031113025,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1655,4118.675565,200366128311wd,,0,1236820031113025,33406,03/03/2025
,,200366128311we,12368200311159985,,1,1,,2,1,99,99,Y,16,100,,2,1236820031115001,85,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1236820031115,11,we,,1236820031115001,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1300,3302.548328,200366128311we,,0,1236820031115001,33460,03/03/2025
,,200366128311we,12368200311159985,,1,1,,2,1,99,99,Y,16,100,,2,1236820031115002,85,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115002,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1301,3302.548328,200366128311we,,0,1236820031115002,33460,03/03/2025
,,200366128311we,12368200311159985,,1,1,,2,1,99,99,Y,16,100,,2,1236820031115003,85,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1236820031115,11,we,,1236820031115003,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1302,3302.548328,200366128311we,,0,1236820031115003,33460,03/03/2025
,,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,8,52,,6,1236820031115004,85,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115004,2,0,3,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1335,3302.548328,200366128311we,,0,1236820031115004,33433,03/03/2025
,,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,8,52,,6,1236820031115005,85,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115005,2,0,5,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1337,3302.548328,200366128311we,,0,1236820031115005,33433,03/03/2025
,,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,40,250,,6,1236820031115006,85,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115006,2,0,3,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1400,3302.548328,200366128311we,,0,1236820031115006,33462,03/03/2025
,,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,40,250,,4,1236820031115007,85,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115007,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1401,3302.548328,200366128311we,,0,1236820031115007,33462,03/03/2025
,,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,24,150,,2,1236820031115008,85,1,3,3,0,0,0,,,6,12,12,6,2,6,2003,,,1236820031115,11,we,,1236820031115008,2,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1420,3302.548328,200366128311we,,0,1236820031115008,33461,03/03/2025
,,200366128311we,12368200311159985,,1,1,,2,1,99,99,Y,8,100,,5,1236820031115009,85,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115009,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1430,3302.548328,200366128311we,,0,1236820031115009,33462,03/03/2025
,,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,40,150,,5,1236820031115010,85,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115010,2,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1431,3302.548328,200366128311we,,0,1236820031115010,33462,03/03/2025
,SPANISH MACKEREL,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,60,350,,7,1236820031115011,85,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115011,2,0,2,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8850030502,0,1,8,8,1520,3302.548328,200366128311we,,0,1236820031115011,33406,03/03/2025
,SPANISH MACKEREL,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,10,30,,4,1236820031115012,85,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115012,2,0,1,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,8850030502,0,1,8,8,1535,3302.548328,200366128311we,,0,1236820031115012,33406,03/03/2025
,SPANISH MACKEREL,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,10,30,,4,1236820031115013,85,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115013,2,0,1,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,8850030502,0,1,8,8,1536,3302.548328,200366128311we,,0,1236820031115013,33406,03/03/2025
,,200366128311we,12368200311159985,,1,1,,2,1,99,99,Y,0,3,,2,1236820031115014,85,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115014,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1540,3302.548328,200366128311we,,0,1236820031115014,33444,03/03/2025
,COMMON SNOOK,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,40,250,,1,1236820031115015,85,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115015,2,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835010105,0,1,8,8,1541,3302.548328,200366128311we,,0,1236820031115015,33463,03/03/2025
,COMMON SNOOK,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,24,150,,3,1236820031115016,85,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115016,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835010105,0,1,8,8,1605,3302.548328,200366128311we,,0,1236820031115016,33467,03/03/2025
,,200366128311we,12368200311159985,0,1,1,,2,1,99,99,Y,16,100,,4.5,1236820031115017,85,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115017,2,0,1,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1630,3302.548328,200366128311we,,0,1236820031115017,33461,03/03/2025
,,200366128311we,12368200311159985,,1,1,,2,1,99,99,Y,60,350,,7,1236820031115018,85,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031115,11,we,,1236820031115018,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1640,3302.548328,200366128311we,,0,1236820031115018,33461,03/03/2025
,COMMON SNOOK,200366128311wd,123682003112085341,0,1,1,,1,1,85,86,Y,4,26,,3.5,1236820031120001,341,5,3,0,2,0,0,,,6,12,12,6,1,6,2003,,,1236820031120,11,wd,,1236820031120001,2,10,0,8,1,,MIAMI-DADE,20JAN200409:16,1,1,1,,,,8835010105,0,1,8,8,930,12555.232939,200366128311wd,,0,1236820031120001,33015,03/03/2025
,COMMON SNOOK,200366128311wd,123682003112085341,0,1,1,,2,1,85,85,Y,35,250,,3,1236820031120002,341,5,3,1,0,0,0,,,6,12,12,6,2,6,2003,,,1236820031120,11,wd,,1236820031120002,2,0,5,8,2,,MARTIN,20JAN200409:16,1,8,1,,,,8835010105,0,1,8,8,935,12555.232939,200366128311wd,,0,1236820031120002,33455,03/03/2025
,,200366128311wd,123682003112085341,0,1,1,,2,1,85,85,Y,32,200,,1,1236820031120003,341,5,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031120,11,wd,,1236820031120003,2,,,8,2,,MARTIN,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1000,12555.232939,200366128311wd,,0,1236820031120003,33455,03/03/2025
,BLUEFISH,200366128311wd,123682003112085341,0,1,1,,1,1,85,85,Y,32,208,,4,1236820031120004,341,5,3,2,10,0,0,,,6,12,12,6,1,6,2003,,,1236820031120,11,wd,,1236820031120004,2,10,0,8,1,,MARTIN,20JAN200409:16,1,1,1,,,,8835250101,0,1,8,8,1145,12555.232939,200366128311wd,,0,1236820031120004,33455,03/03/2025
,COMMON SNOOK,200366128311wd,123682003112085341,2,1,1,,1,2,85,99,Y,4,15,,3,1236820031120005,341,5,3,0,11,0,0,,,6,12,12,6,1,6,2003,,,1236820031120,11,wd,,1236820031120005,2,10,0,8,1,,PALM BEACH,20JAN200409:16,1,2,1,,,,8835010105,0,1,8,2,1230,12555.232939,200366128311wd,,0,1236820031120005,33404,03/03/2025
,BLUEFISH,200366128311wd,123682003112085341,2,1,1,,3,0,85,99,Y,4,15,,3,1236820031120006,341,5,3,0,0,1,0,,,6,12,12,6,1,6,2003,,,1236820031120,11,wd,,1236820031120005,,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835250101,0,1,8,8,1232,12555.232939,200366128311wd,,0,1236820031120005,33404,03/03/2025
,,200366128311wd,123682003112085341,0,1,1,,1,1,85,111,Y,6,36,,5,1236820031120007,341,5,3,0,2,0,0,,,6,12,12,6,1,6,2003,,,1236820031120,11,wd,,1236820031120007,2,8,0,8,1,,ST LUCIE,20JAN200409:16,1,1,1,,,,0,0,1,8,8,1245,12555.232939,200366128311wd,,0,1236820031120007,34984,03/03/2025
,FLORIDA POMPANO,200366128311wd,123682003112085341,2,1,1,,1,1,85,998,O,20,20,,2,1236820031120008,341,5,3,0,2,0,0,,,0,12,99,6,2,6,2003,,,1236820031120,11,wd,,1236820031120008,2,2,0,8,2,,,20JAN200409:16,1,1,1,,,,8835280901,0,1,8,8,1330,9406.281106,200366128311wd,,0,1236820031120008,99997,03/03/2025
,,200366128311we,12368200311299918,0,1,1,,1,2,99,99,Y,2,4,,2,1236820031129003,18,2,3,0,12,0,0,,,6,12,12,6,1,6,2003,,,1236820031129,11,we,,1236820031129003,2,11,0,8,1,,PALM BEACH,20JAN200409:16,1,2,1,,,,0,0,1,8,2,1300,3302.548328,200366128311we,,0,1236820031129003,33458,03/03/2025
,,200366128311we,12368200311299918,,1,1,,3,0,99,99,Y,50,250,,2,1236820031129004,18,2,3,0,0,1,0,,,6,12,12,6,1,6,2003,,,1236820031129,11,we,,1236820031129003,,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1305,3302.548328,200366128311we,,0,1236820031129003,33458,03/03/2025
,BLUEFISH,200366128311we,12368200311299918,0,1,1,,1,1,99,99,Y,0,0,,2,1236820031129005,18,2,3,0,1,0,0,,,6,12,12,6,1,6,2003,,,1236820031129,11,we,,1236820031129005,2,6,0,8,2,,PALM BEACH,20JAN200409:16,1,1,1,,,,8835250101,0,1,8,8,1330,3302.548328,200366128311we,,0,1236820031129005,33404,03/03/2025
,,200366128312we,123682003121385341,0,1,1,,1,1,85,99,Y,2,12,,3,1236820031213001,341,5,3,0,7,0,0,,,6,12,12,6,1,6,2003,,,1236820031213,12,we,,1236820031213001,2,3,0,8,1,,PALM BEACH,20JAN200409:16,1,1,1,,,,0,0,1,8,8,915,10067.377946,200366128312we,,0,1236820031213001,99998,03/03/2025
,BLUEFISH,200366128312we,123682003121385341,0,1,1,,1,1,85,107,O,0,0,,3,1236820031213002,341,5,3,0,2,0,0,,,5,12,42,6,1,6,2003,,,1236820031213,12,we,,1236820031213002,2,1,0,8,1,,,20JAN200409:16,1,1,1,,,,8835250101,0,1,8,8,1000,7542.399844,200366128312we,,0,1236820031213002,17953,03/03/2025
,BLUEFISH,200366128312we,123682003121385341,2,1,1,,2,1,85,99,Y,16,100,,3.5,1236820031213003,341,5,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031213,12,we,,1236820031213003,2,0,1,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835250101,0,1,8,8,1030,10067.377946,200366128312we,,0,1236820031213003,33404,03/03/2025
,SAND DRUM,200366128312we,123682003121385341,0,1,1,,1,1,85,85,Y,28,175,,2,1236820031213004,341,5,3,2,2,0,0,,,6,12,12,6,1,6,2003,,,1236820031213,12,we,,1236820031213004,2,1,0,8,1,,MARTIN,20JAN200409:16,1,1,1,,,,8835441101,0,1,8,8,1040,10067.377946,200366128312we,,0,1236820031213004,33455,03/03/2025
,BLUEFISH,200366128312we,123682003121385341,0,1,1,,2,1,85,99,Y,20,125,,2,1236820031213005,341,5,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031213,12,we,,1236820031213005,,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835250101,0,1,8,8,1100,10067.377946,200366128312we,,0,1236820031213005,33401,03/03/2025
,,200366128312we,123682003121385341,0,1,1,,2,1,85,85,Y,3,10,,1,1236820031213006,341,5,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031213,12,we,,1236820031213006,,,,8,2,,MARTIN,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1120,10067.377946,200366128312we,,0,1236820031213006,33455,03/03/2025
,,200366128312we,123682003121385341,0,1,1,,2,1,85,85,Y,3,10,,1,1236820031213007,341,5,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031213,12,we,,1236820031213007,,,,8,2,,MARTIN,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1121,10067.377946,200366128312we,,0,1236820031213007,33455,03/03/2025
,FLORIDA POMPANO,200366128312we,123682003121385341,0,1,1,,2,1,85,99,Y,5,5,,2,1236820031213008,341,5,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031213,12,we,,1236820031213008,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835280901,0,1,8,8,1125,10067.377946,200366128312we,,0,1236820031213008,33411,03/03/2025
,,200366128312we,123682003121385341,0,1,1,,1,2,85,85,Y,0,12,,3,1236820031213009,341,5,3,1,8,0,0,,,6,12,12,6,1,6,2003,,,1236820031213,12,we,,1236820031213009,2,8,0,8,1,,MARTIN,20JAN200409:16,1,2,1,,,,0,0,1,8,2,1140,10067.377946,200366128312we,,0,1236820031213009,33469,03/03/2025
